locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Kraków Nowa Huta,os. Teatralne,2,51,589500,11493,Bez pośredników,3 dni temu,11,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-teatralne-2-pokojowe-t7g1u5,https://s2.adresowa.pl/oi/64/7d/3a8f2c_fd09_cover-2-pokojowe-mieszkanie-krakow-nowa-huta-os-teatralne.jpg
Kraków Krowodrza,ul. Żabiniec,1,34,zapytaj o cenę,,Bez pośredników,,7,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-zabiniec-1-pokoj-a8k2c3,https://s2.adresowa.pl/development/671656/nowe-mieszkania-zabiniec-vita-c08d_cover.jpg
Kraków Podgórze,ul. Zakopiańska,2,39,545000,13974,Oferta biura nieruchomości,ponad tydzień temu,9,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-zakopianska-2-pokojowe-s4q9q1,https://s2.adresowa.pl/oi/2d/73/3a76d8_a59e_cover-2-pokojowe-mieszkanie-krakow-podgorze-ul-zakopianska.jpg
Kraków Śródmieście,ul. Stanisława Staszica,2,50,930000,18600,Oferta biura nieruchomości,ponad tydzień temu,5,https://adresowo.pl/o/mieszkanie-krakow-srodmiescie-ul-stanislawa-staszica-2-pokojowe-y3o0x4,https://s2.adresowa.pl/oi/5a/1a/3a76d0_64c0_cover-2-pokojowe-mieszkanie-krakow-srodmiescie-ul-stanislawa-staszica.jpg
Kraków Podgórze,,3,48,880000,18333,Bez pośredników,3 dni temu,8,https://adresowo.pl/o/mieszkanie-krakow-podgorze-3-pokojowe-48-m2-j1j8l5,https://s2.adresowa.pl/oi/34/21/3a8c76_a7dc_cover-3-pokojowe-mieszkanie-krakow-podgorze.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Kraków Opatkowice,ul. Macieja Dębskiego,3,50,690000,13855,Bez pośredników,3 dni temu,13,https://adresowo.pl/o/mieszkanie-krakow-opatkowice-ul-macieja-debskiego-3-pokojowe-w2e4q0,https://s2.adresowa.pl/oi/64/63/3a8c34_b876_cover-3-pokojowe-mieszkanie-krakow-opatkowice-ul-macieja-debskiego.jpg
Kraków Czyżyny,ul. Romana Ciesielskiego,1,34,zapytaj o cenę,,Bez pośredników,,14,https://adresowo.pl/o/mieszkanie-krakow-czyzyny-ul-romana-ciesielskiego-1-pokoj-o5y6o9,https://s2.adresowa.pl/development/671242/nowe-mieszkania-centralna-vita-def1_cover.jpg
Kraków Podgórze,ul. ks. Piotra Ściegiennego,2,44,575000,13068,Oferta biura nieruchomości,ponad tydzień temu,6,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-ks-piotra-sciegiennego-2-pokojowe-h7e5j3,https://s2.adresowa.pl/oi/65/49/3a76c6_4aaa_cover-2-pokojowe-mieszkanie-krakow-podgorze-ul-ks-piotra-sciegiennego.jpg
Kraków Podgórze,ul. ks. Piotra Ściegiennego,2,45,615000,13667,Oferta biura nieruchomości,ponad tydzień temu,6,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-ks-piotra-sciegiennego-2-pokojowe-z6c7b6,https://s2.adresowa.pl/oi/7f/1e/3a76be_843c_cover-2-pokojowe-mieszkanie-krakow-podgorze-ul-ks-piotra-sciegiennego.jpg
Kraków Bieżanów,ul. Henryka i Karola Czeczów,3,55,729000,13376,Bez pośredników,3 dni temu,8,https://adresowo.pl/o/mieszkanie-krakow-biezanow-ul-henryka-i-karola-czeczow-3-pokojowe-i4l2n4,https://s2.adresowa.pl/oi/68/5e/3a8c2a_61ce_cover-3-pokojowe-mieszkanie-krakow-biezanow-ul-henryka-i-karola-czeczow.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Kraków Swoszowice,ul. Borkowska,2,46,791000,17196,Bez pośredników,4 dni temu,8,https://adresowo.pl/o/mieszkanie-krakow-swoszowice-ul-borkowska-2-pokojowe-l6m4s9,https://s2.adresowa.pl/oi/5a/43/3a89ec_672c_cover-2-pokojowe-mieszkanie-krakow-swoszowice-ul-borkowska.jpg
Kraków Krowodrza,ul. Żabiniec,4,95,zapytaj o cenę,,Bez pośredników,,7,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-zabiniec-4-pokojowe-a0u8m1,https://s2.adresowa.pl/development/671656/nowe-mieszkania-zabiniec-vita-c08d_cover.jpg
Kraków Śródmieście,ul. Franciszka Bohomolca,2,44,720000,16364,Oferta biura nieruchomości,ponad tydzień temu,13,https://adresowo.pl/o/mieszkanie-krakow-srodmiescie-ul-franciszka-bohomolca-2-pokojowe-v3w3z7,https://s2.adresowa.pl/oi/30/5e/3a76c2_6891_cover-2-pokojowe-mieszkanie-krakow-srodmiescie-ul-franciszka-bohomolca.jpg
Kraków Czyżyny,ul. Bolesława Orlińskiego,2,50,730000,14626,Oferta biura nieruchomości,ponad tydzień temu,22,https://adresowo.pl/o/mieszkanie-krakow-czyzyny-ul-boleslawa-orlinskiego-2-pokojowe-p7y7i5,https://s2.adresowa.pl/oi/1d/24/3a736a_b1b5_cover-2-pokojowe-mieszkanie-krakow-czyzyny-ul-boleslawa-orlinskiego.jpg
Kraków Ruczaj,ul. Raciborska,3,74,1090000,14730,Bez pośredników,4 dni temu,8,https://adresowo.pl/o/mieszkanie-krakow-ruczaj-ul-raciborska-3-pokojowe-c0c1s5,https://s2.adresowa.pl/oi/35/3b/3a89d2_33eb_cover-3-pokojowe-mieszkanie-krakow-ruczaj-ul-raciborska.jpg
Kraków Bieńczyce,ul. Spytka z Melsztyna,3,45,715500,15900,Bez pośredników,4 dni temu,19,https://adresowo.pl/o/mieszkanie-krakow-bienczyce-ul-spytka-z-melsztyna-3-pokojowe-m7r7x2,https://s2.adresowa.pl/oi/72/2f/3a89bc_d32f_cover-3-pokojowe-mieszkanie-krakow-bienczyce-ul-spytka-z-melsztyna.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Kraków Płaszów,ul. Myśliwska,4,65,zapytaj o cenę,,Bez pośredników,,25,https://adresowo.pl/o/mieszkanie-krakow-plaszow-ul-mysliwska-4-pokojowe-r6b1i1,https://s2.adresowa.pl/development/671244/nowe-mieszkania-city-vibe-f7f8_cover.jpg
Kraków Grzegórzki,ul. Michała Siedleckiego,1,32,575000,17969,Oferta biura nieruchomości,ponad tydzień temu,23,https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-ul-michala-siedleckiego-1-pokoj-x2e2x6,https://s2.adresowa.pl/oi/59/3a/3a7354_a3d8_cover-1-pokojowe-mieszkanie-krakow-grzegorzki-ul-michala-siedleckiego.jpg
Kraków Stare Miasto,ul. Bonerowska,1,22,320000,14545,Oferta biura nieruchomości,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-ul-bonerowska-1-pokoj-m2k1p2,https://s2.adresowa.pl/oi/4d/78/3a7226_4943_cover-1-pokojowe-mieszkanie-krakow-stare-miasto-ul-bonerowska.jpg
Kraków Podgórze,ul. Na Zakolu Wisły,2,39,610000,15697,Bez pośredników,4 dni temu,16,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-na-zakolu-wisly-2-pokojowe-n7e2y1,https://s2.adresowa.pl/oi/5d/11/3a8976_ea08_cover-2-pokojowe-mieszkanie-krakow-podgorze-ul-na-zakolu-wisly.jpg
Kraków Kozłówek,ul. Okólna,2,38,550000,14635,Bez pośredników,4 dni temu,17,https://adresowo.pl/o/mieszkanie-krakow-kozlowek-ul-okolna-2-pokojowe-b7i7c2,https://s2.adresowa.pl/oi/21/28/3a895e_9f3a_cover-2-pokojowe-mieszkanie-krakow-kozlowek-ul-okolna.jpg
Kraków Bieżanów,ul. Henryka i Karola Czeczów,4,74,zapytaj o cenę,,Bez pośredników,,7,https://adresowo.pl/o/mieszkanie-krakow-biezanow-ul-henryka-i-karola-czeczow-4-pokojowe-f8r5e4,https://s2.adresowa.pl/development/449945/nowe-mieszkania-sloneczne-miasteczko-c8e4_cover.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Kraków Dębniki,ul. Chmieleniec,3,72,950000,13194,Oferta biura nieruchomości,ponad tydzień temu,21,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-chmieleniec-3-pokojowe-w9r5f2,https://s2.adresowa.pl/oi/49/40/3a722e_bc99_cover-3-pokojowe-mieszkanie-krakow-debniki-ul-chmieleniec.jpg
Kraków Podgórze,ul. Strumienna,2,41,735000,17927,Oferta biura nieruchomości,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-strumienna-2-pokojowe-r7s6q7,https://s2.adresowa.pl/oi/3d/27/3a70b0_6061_cover-2-pokojowe-mieszkanie-krakow-podgorze-ul-strumienna.jpg
Kraków Bronowice,ul. Stańczyka,3,59,1120000,18922,Bez pośredników,4 dni temu,19,https://adresowo.pl/o/mieszkanie-krakow-bronowice-ul-stanczyka-3-pokojowe-i6c1y4,https://s2.adresowa.pl/oi/3b/33/3a889c_efba_cover-3-pokojowe-mieszkanie-krakow-bronowice-ul-stanczyka.jpg
Kraków Mistrzejowice,os. Bohaterów Września,3,51,815000,15980,Bez pośredników,4 dni temu,8,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-os-bohaterow-wrzesnia-3-pokojowe-j9o5w5,https://s2.adresowa.pl/oi/43/5d/3a886e_8a9a_cover-3-pokojowe-mieszkanie-krakow-mistrzejowice-os-bohaterow-wrzesnia.jpg
Kraków Czyżyny,ul. Romana Ciesielskiego,4,72,zapytaj o cenę,,Bez pośredników,,14,https://adresowo.pl/o/mieszkanie-krakow-czyzyny-ul-romana-ciesielskiego-4-pokojowe-h5w4z6,https://s2.adresowa.pl/development/671242/nowe-mieszkania-centralna-vita-def1_cover.jpg
Kraków Bronowice,ul. Bartosza Głowackiego,3,61,1019000,16705,Oferta biura nieruchomości,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-krakow-bronowice-ul-bartosza-glowackiego-3-pokojowe-a4c0o7,https://s2.adresowa.pl/oi/26/6e/3a6fe2_994c_cover-3-pokojowe-mieszkanie-krakow-bronowice-ul-bartosza-glowackiego.jpg
Kraków Bieńczyce,os. Józefa Strusia,2,44,620000,14091,Oferta biura nieruchomości,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-krakow-bienczyce-os-jozefa-strusia-2-pokojowe-u5h0s0,https://s2.adresowa.pl/oi/6b/24/3a6a50_5068_cover-2-pokojowe-mieszkanie-krakow-bienczyce-os-jozefa-strusia.jpg
Kraków Nowa Huta,os. Kolorowe,2,52,585000,11250,Bez pośredników,4 dni temu,16,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-kolorowe-2-pokojowe-a4d6h3,https://s2.adresowa.pl/oi/21/30/3a8742_3b94_cover-2-pokojowe-mieszkanie-krakow-nowa-huta-os-kolorowe.jpg
Kraków Prądnik Biały,ul. Krowoderskich Zuchów,3,54,760000,14074,Bez pośredników,4 dni temu,9,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-krowoderskich-zuchow-3-pokojowe-p8w9p2,https://s2.adresowa.pl/oi/6d/2e/3a86f6_a898_cover-3-pokojowe-mieszkanie-krakow-pradnik-bialy-ul-krowoderskich-zuchow.jpg
Kraków Bieżanów,ul. Alberta Schweitzera,2,43,597000,13884,Bez pośredników,4 dni temu,5,https://adresowo.pl/o/mieszkanie-krakow-biezanow-ul-alberta-schweitzera-2-pokojowe-f2t7p0,https://s2.adresowa.pl/oi/4a/2e/3a86e8_8520_cover-2-pokojowe-mieszkanie-krakow-biezanow-ul-alberta-schweitzera.jpg
Kraków Nowa Huta,os. Spółdzielcze,1,31,429000,13662,Oferta biura nieruchomości,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-spoldzielcze-1-pokoj-d6a3j8,https://s2.adresowa.pl/oi/7a/5e/3a69ce_3730_cover-1-pokojowe-mieszkanie-krakow-nowa-huta-os-spoldzielcze.jpg
Kraków Mistrzejowice,os. Piastów,3,65,795000,12231,Oferta biura nieruchomości,ponad tydzień temu,28,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-os-piastow-3-pokojowe-h2m8l2,https://s2.adresowa.pl/oi/5a/58/3a667c_c2ce_cover-3-pokojowe-mieszkanie-krakow-mistrzejowice-os-piastow.jpg
Kraków Mistrzejowice,os. Tysiąclecia,3,48,585000,12188,Bez pośredników,4 dni temu,1,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-os-tysiaclecia-3-pokojowe-x0z8u6,https://s2.adresowa.pl/oi/2d/47/3a86e4_631e_cover-3-pokojowe-mieszkanie-krakow-mistrzejowice-os-tysiaclecia.jpg
Kraków Nowa Huta,os. Przy Arce,2,42,625000,14881,Bez pośredników,4 dni temu,8,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-przy-arce-2-pokojowe-w0i5u3,https://s2.adresowa.pl/oi/36/25/3a869e_580d_cover-2-pokojowe-mieszkanie-krakow-nowa-huta-os-przy-arce.jpg
Kraków Prądnik Biały,ul. abp. Zygmunta Szczęsnego Felińskiego,3,68,998000,14676,Bez pośredników,4 dni temu,8,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-abp-zygmunta-szczesnego-felinskiego-3-pokojowe-j5b1l3,https://s2.adresowa.pl/oi/7c/52/3a8558_35a6_cover-3-pokojowe-mieszkanie-krakow-pradnik-bialy-ul-abp-zygmunta-szczesnego-felinskiego.jpg
Kraków Olsza,ul. Lublańska,2,38,560000,14737,Oferta biura nieruchomości,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-krakow-olsza-ul-lublanska-2-pokojowe-c3l9g4,https://s2.adresowa.pl/oi/13/54/3a6156_87c5_cover-2-pokojowe-mieszkanie-krakow-olsza-ul-lublanska.jpg
Kraków Stare Miasto,ul. Szpitalna,4,84,1690000,20119,Oferta biura nieruchomości,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-ul-szpitalna-4-pokojowe-r2o9z4,https://s2.adresowa.pl/oi/3a/3f/3a6154_ac3f_cover-4-pokojowe-mieszkanie-krakow-stare-miasto-ul-szpitalna.jpg
Kraków Kliny,ul. prof. Bronisława Geremka,3,86,980000,11395,Bez pośredników,4 dni temu,15,https://adresowo.pl/o/mieszkanie-krakow-kliny-ul-prof-bronislawa-geremka-3-pokojowe-c0d9c7,https://s2.adresowa.pl/oi/20/4e/3a84d6_f165_cover-3-pokojowe-mieszkanie-krakow-kliny-ul-prof-bronislawa-geremka.jpg
Kraków Rakowice,ul. Śliczna,2,50,825000,16500,Bez pośredników,4 dni temu,13,https://adresowo.pl/o/mieszkanie-krakow-rakowice-ul-sliczna-2-pokojowe-w4m2j8,https://s2.adresowa.pl/oi/37/7d/3a847a_bf6c_cover-2-pokojowe-mieszkanie-krakow-rakowice-ul-sliczna.jpg
Kraków Bronowice Małe,ul. Zygmunta Starego,3,71,1265000,17794,Bez pośredników,4 dni temu,10,https://adresowo.pl/o/mieszkanie-krakow-bronowice-male-ul-zygmunta-starego-3-pokojowe-p9h1a1,https://s2.adresowa.pl/oi/2a/33/3a838c_704e_cover-3-pokojowe-mieszkanie-krakow-bronowice-male-ul-zygmunta-starego.jpg
Kraków Prądnik Czerwony,ul. Jakuba Majora,3,57,660000,11579,Oferta biura nieruchomości,ponad tydzień temu,1,https://adresowo.pl/o/mieszkanie-krakow-pradnik-czerwony-ul-jakuba-majora-3-pokojowe-m7w1f8,https://s2.adresowa.pl/oi/61/28/3a60f0_b0a6_cover-3-pokojowe-mieszkanie-krakow-pradnik-czerwony-ul-jakuba-majora.jpg
Kraków Podgórze,ul. Rydlówka,2,43,790000,18372,Oferta biura nieruchomości,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-rydlowka-2-pokojowe-o8b1g3,https://s2.adresowa.pl/oi/7c/63/3a5f80_b542_cover-2-pokojowe-mieszkanie-krakow-podgorze-ul-rydlowka.jpg
Kraków Grzegórzki,ul. Dąbska,3,57,1085000,18902,Bez pośredników,4 dni temu,12,https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-ul-dabska-3-pokojowe-l0v1i0,https://s2.adresowa.pl/oi/38/18/3a8370_6f83_cover-3-pokojowe-mieszkanie-krakow-grzegorzki-ul-dabska.jpg
Kraków Azory,ul. Piotra Stachiewicza,2,37,479000,12946,Bez pośredników,5 dni temu,9,https://adresowo.pl/o/mieszkanie-krakow-azory-ul-piotra-stachiewicza-2-pokojowe-r2u8q3,https://s2.adresowa.pl/oi/53/64/3a827e_40e0_cover-2-pokojowe-mieszkanie-krakow-azory-ul-piotra-stachiewicza.jpg
Kraków Mistrzejowice,os. Złotego Wieku,2,51,770000,15098,Bez pośredników,ponad tydzień temu,11,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-os-zlotego-wieku-2-pokojowe-p2b4w5,https://s2.adresowa.pl/oi/26/2d/3a7fb2_564b_cover-2-pokojowe-mieszkanie-krakow-mistrzejowice-os-zlotego-wieku.jpg
Kraków Krowodrza,al. Kijowska,1,38,666000,17526,Oferta biura nieruchomości,ponad tydzień temu,11,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-al-kijowska-1-pokoj-q6m9d9,https://s2.adresowa.pl/oi/45/73/3a5f7a_be77_cover-1-pokojowe-mieszkanie-krakow-krowodrza-al-kijowska.jpg
Kraków Prądnik Biały,ul. Heleny Modrzejewskiej,2,71,1200000,16901,Oferta biura nieruchomości,ponad tydzień temu,7,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-heleny-modrzejewskiej-2-pokojowe-k6h0e4,https://s2.adresowa.pl/oi/5a/38/3a5f30_e7b3_cover-2-pokojowe-mieszkanie-krakow-pradnik-bialy-ul-heleny-modrzejewskiej.jpg
Kraków Podgórze,ul. Stanisława Mitery,2,36,719000,19939,Bez pośredników,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-stanislawa-mitery-2-pokojowe-z1m0t5,https://s2.adresowa.pl/oi/66/67/3a7f08_4a36_cover-2-pokojowe-mieszkanie-krakow-podgorze-ul-stanislawa-mitery.jpg
Kraków Podgórze,ul. Saska,3,55,933000,16899,Bez pośredników,ponad tydzień temu,17,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-saska-3-pokojowe-n5m3h5,https://s2.adresowa.pl/oi/7f/33/3a7d66_a0f9_cover-3-pokojowe-mieszkanie-krakow-podgorze-ul-saska.jpg
Kraków Mistrzejowice,os. Złotego Wieku,3,48,554900,11633,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-os-zlotego-wieku-3-pokojowe-s6e5t0,https://s2.adresowa.pl/oi/6b/31/3a7d02_3372_cover-3-pokojowe-mieszkanie-krakow-mistrzejowice-os-zlotego-wieku.jpg
Kraków Azory,ul. Marii Jaremy,3,55,719000,13092,Oferta biura nieruchomości,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-krakow-azory-ul-marii-jaremy-3-pokojowe-o0b3p1,https://s2.adresowa.pl/oi/59/10/3a5ed4_4e97_cover-3-pokojowe-mieszkanie-krakow-azory-ul-marii-jaremy.jpg
Kraków Prądnik Biały,al. 29 Listopada,3,49,848000,17306,Oferta biura nieruchomości,ponad tydzień temu,26,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-al-29-listopada-3-pokojowe-v9b6n6,https://s2.adresowa.pl/oi/38/4c/3a5e36_7b7c_cover-3-pokojowe-mieszkanie-krakow-pradnik-bialy-al-29-listopada.jpg
Kraków Grzegórzki,ul. Mogilska,3,50,1350000,26978,Bez pośredników,ponad tydzień temu,15,https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-ul-mogilska-3-pokojowe-t0t4l1,https://s2.adresowa.pl/oi/1d/69/3a7cae_b3d5_cover-3-pokojowe-mieszkanie-krakow-grzegorzki-ul-mogilska.jpg
Kraków Krowodrza,ul. Władysława Łokietka,3,47,770000,16383,Bez pośredników,ponad tydzień temu,13,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-wladyslawa-lokietka-3-pokojowe-m3r2s5,https://s2.adresowa.pl/oi/1e/7d/3a7a30_9c5e_cover-3-pokojowe-mieszkanie-krakow-krowodrza-ul-wladyslawa-lokietka.jpg
Kraków Kliny,ul. Komuny Paryskiej,2,32,520000,16250,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-krakow-kliny-ul-komuny-paryskiej-2-pokojowe-n3h0h0,https://s2.adresowa.pl/oi/66/3e/3a3fa4_34fa_cover-2-pokojowe-mieszkanie-krakow-kliny-ul-komuny-paryskiej.jpg
Kraków Prądnik Biały,ul. Zygmunta Glogera,3,54,840000,15556,Oferta biura nieruchomości,ponad tydzień temu,34,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-zygmunta-glogera-3-pokojowe-s3e6f3,https://s2.adresowa.pl/oi/56/7b/3a5686_3309_cover-3-pokojowe-mieszkanie-krakow-pradnik-bialy-ul-zygmunta-glogera.jpg
Kraków Mistrzejowice,os. Oświecenia,4,77,897000,11649,Oferta biura nieruchomości,ponad tydzień temu,25,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-os-oswiecenia-4-pokojowe-x5p9x8,https://s2.adresowa.pl/oi/6f/6b/3a5554_86ad_cover-4-pokojowe-mieszkanie-krakow-mistrzejowice-os-oswiecenia.jpg
Kraków Zabłocie,ul. Tadeusza Romanowicza,2,41,945000,23293,Bez pośredników,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-krakow-zablocie-ul-tadeusza-romanowicza-2-pokojowe-t1y2t9,https://s2.adresowa.pl/oi/7c/52/3a7544_2e49_cover-2-pokojowe-mieszkanie-krakow-zablocie-ul-tadeusza-romanowicza.jpg
Kraków,ul. Wrocławska,2,43,790000,18372,Bez pośredników,ponad tydzień temu,15,https://adresowo.pl/o/mieszkanie-krakow-ul-wroclawska-2-pokojowe-b2g4m9,https://s2.adresowa.pl/oi/67/4c/3a752c_8a2d_cover-2-pokojowe-mieszkanie-krakow-ul-wroclawska.jpg
Kraków Ruczaj,ul. Raciborska,2,36,682000,18944,Bez pośredników,ponad tydzień temu,9,https://adresowo.pl/o/mieszkanie-krakow-ruczaj-ul-raciborska-2-pokojowe-l7x1h7,https://s2.adresowa.pl/oi/65/36/3a745a_861e_cover-2-pokojowe-mieszkanie-krakow-ruczaj-ul-raciborska.jpg
Kraków Prądnik Biały,ul. Pleszowska,1,25,438000,17520,Oferta biura nieruchomości,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-pleszowska-1-pokoj-i4t2r7,https://s2.adresowa.pl/oi/4c/56/3a54e6_7443_cover-1-pokojowe-mieszkanie-krakow-pradnik-bialy-ul-pleszowska.jpg
Kraków Bieńczyce,os. Józefa Strusia,3,54,699000,12944,Oferta biura nieruchomości,ponad tydzień temu,18,https://adresowo.pl/o/mieszkanie-krakow-bienczyce-os-jozefa-strusia-3-pokojowe-v9f5v9,https://s2.adresowa.pl/oi/14/7f/3a54dc_f566_cover-3-pokojowe-mieszkanie-krakow-bienczyce-os-jozefa-strusia.jpg
Kraków Grzegórzki,al. Pokoju,3,70,1100000,15714,Bez pośredników,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-al-pokoju-3-pokojowe-x8b8l3,https://s2.adresowa.pl/oi/75/4f/3a73ac_7ad2_cover-3-pokojowe-mieszkanie-krakow-grzegorzki-al-pokoju.jpg
Kraków Salwator,ul. Bolesława Prusa,4,145,1050000,7241,Bez pośredników,ponad tydzień temu,1,https://adresowo.pl/o/mieszkanie-krakow-salwator-ul-boleslawa-prusa-4-pokojowe-x5u7i3,https://s2.adresowa.pl/oi/75/7a/3a73a8_5c5e_cover-4-pokojowe-mieszkanie-krakow-salwator-ul-boleslawa-prusa.jpg
Kraków Grzegórzki,ul. Masarska,2,51,1529700,30000,Bez pośredników,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-ul-masarska-2-pokojowe-i7t5n2,https://s2.adresowa.pl/oi/6b/62/3a6fac_3250_cover-2-pokojowe-mieszkanie-krakow-grzegorzki-ul-masarska.jpg
Kraków Kurdwanów,ul. Turniejowa,2,52,590000,11303,Oferta biura nieruchomości,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-krakow-kurdwanow-ul-turniejowa-2-pokojowe-w9b0z2,https://s2.adresowa.pl/oi/2d/14/3a54d2_4f9b_cover-2-pokojowe-mieszkanie-krakow-kurdwanow-ul-turniejowa.jpg
Kraków Bieżanów,ul. Henryka i Karola Czeczów,4,67,870000,12985,Oferta biura nieruchomości,ponad tydzień temu,28,https://adresowo.pl/o/mieszkanie-krakow-biezanow-ul-henryka-i-karola-czeczow-4-pokojowe-i9b8v7,https://s2.adresowa.pl/oi/7f/16/3a5432_7173_cover-4-pokojowe-mieszkanie-krakow-biezanow-ul-henryka-i-karola-czeczow.jpg
Kraków Kazimierz,ul. Estery,3,51,1750000,34247,Bez pośredników,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-krakow-kazimierz-ul-estery-3-pokojowe-b8v3f4,https://s2.adresowa.pl/oi/2d/21/3a7202_454e_cover-3-pokojowe-mieszkanie-krakow-kazimierz-ul-estery.jpg
Kraków Krowodrza,ul. Stanisława Przybyszewskiego,3,60,1299000,21650,Bez pośredników,ponad tydzień temu,7,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-stanislawa-przybyszewskiego-3-pokojowe-c8p7z8,https://s2.adresowa.pl/oi/19/48/3a708e_288d_cover-3-pokojowe-mieszkanie-krakow-krowodrza-ul-stanislawa-przybyszewskiego.jpg
Kraków Prądnik Biały,,4,99,1049000,10650,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-4-pokojowe-98-m2-v2s1b7,https://s2.adresowa.pl/oi/49/47/3a6d32_b3ac_cover-4-pokojowe-mieszkanie-krakow-pradnik-bialy.jpg
Kraków Kurdwanów,ul. Marii i Bolesława Wysłouchów,3,50,575000,11546,Oferta biura nieruchomości,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-krakow-kurdwanow-ul-marii-i-boleslawa-wyslouchow-3-pokojowe-n8l9q5,https://s2.adresowa.pl/oi/63/2e/3a5212_31fb_cover-3-pokojowe-mieszkanie-krakow-kurdwanow-ul-marii-i-boleslawa-wyslouchow.jpg
Kraków Podgórze Duchackie,ul. por. Halszki,4,84,1100000,13095,Oferta biura nieruchomości,ponad tydzień temu,15,https://adresowo.pl/o/mieszkanie-krakow-podgorze-duchackie-ul-por-halszki-4-pokojowe-f7x4y4,https://s2.adresowa.pl/oi/76/1c/3a4cb6_91cf_cover-4-pokojowe-mieszkanie-krakow-podgorze-duchackie-ul-por-halszki.jpg
Kraków Bieńczyce,,1,33,209000,6333,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-krakow-bienczyce-1-pokoj-33-m2-p6x3q1,https://s2.adresowa.pl/oi/4f/30/3a6d02_a7c1_cover-1-pokojowe-mieszkanie-krakow-bienczyce.jpg
Kraków Górka Narodowa,ul. Macieja Słomczyńskiego,2,52,770000,14808,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-krakow-gorka-narodowa-ul-macieja-slomczynskiego-2-pokojowe-c5q1p4,https://s2.adresowa.pl/oi/63/53/3a6b32_9f2d_cover-2-pokojowe-mieszkanie-krakow-gorka-narodowa-ul-macieja-slomczynskiego.jpg
